"codex","place","gender","hill_size_x","team","season","hill_size_y","k.point","meter.value","gate.factor","wind.factor","type","date","id","training","country"
3068,"Sapporo","Men",134,0,2011,134,120,1.8,9,11.7,0,"2011-01-14","2011JP3068RLT",1,"JPN"
3068,"Sapporo","Men",134,0,2011,134,120,1.8,9,11.7,0,"2011-01-14","2011JP3068RLQ",0,"JPN"
3062,"Oberstdorf","Men",213,1,2011,213,185,1.2,7.67,11.4,0,"2011-02-06","2011JP3062RL",0,"GER"
3061,"Oberstdorf","Men",213,0,2011,213,185,1.2,7.67,11.4,0,"2011-02-05","2011JP3061RTRIA",1,"GER"
3061,"Oberstdorf","Men",213,0,2011,213,185,1.2,7.67,11.4,0,"2011-02-05","2011JP3061RL",0,"GER"
3058,"Oberstdorf","Men",213,0,2011,213,185,1.2,7.67,11.4,0,"2011-02-04","2011JP3058RLT",1,"GER"
3058,"Oberstdorf","Men",213,0,2011,213,185,1.2,7.67,11.4,0,"2011-02-04","2011JP3058RLQ",0,"GER"
3056,"Klingenthal","Men",140,0,2011,140,125,1.8,7.56,10.8,0,"2011-02-02","2011JP3056RTRIA",1,"GER"
3056,"Klingenthal","Men",140,0,2011,140,125,1.8,7.56,10.8,0,"2011-02-02","2011JP3056RL",0,"GER"
3055,"Klingenthal","Men",140,0,2011,140,125,1.8,7.56,9.36,0,"2011-02-01","2011JP3055RLT",1,"GER"
3055,"Klingenthal","Men",140,0,2011,140,125,1.8,7.56,9.36,0,"2011-02-01","2011JP3055RLQ",0,"GER"
3054,"Willingen","Men",145,0,2011,145,130,1.8,7.83,11.7,0,"2011-01-30","2011JP3054RTRIA",1,"GER"
3054,"Willingen","Men",145,0,2011,145,130,1.8,7.83,11.7,0,"2011-01-30","2011JP3054RL",0,"GER"
3053,"Willingen","Men",145,1,2011,145,130,1.8,7.83,11.7,0,"2011-01-29","2011JP3053RTRIA",1,"GER"
3053,"Willingen","Men",145,1,2011,145,130,1.8,7.83,11.7,0,"2011-01-29","2011JP3053RL",0,"GER"
3052,"Willingen","Men",145,0,2011,145,130,1.8,7.83,9.81,0,"2011-01-28","2011JP3052RLT",1,"GER"
3052,"Willingen","Men",145,0,2011,145,130,1.8,7.83,9.81,0,"2011-01-28","2011JP3052RLQ",0,"GER"
3043,"Garmisch-Partenkirchen","Men",140,0,2011,140,125,1.8,7.56,9.36,0,"2011-01-01","2011JP3043RTRIA",1,"GER"
3043,"Garmisch-Partenkirchen","Men",140,0,2011,140,125,1.8,7.56,9.36,0,"2011-01-01","2011JP3043RL",0,"GER"
3042,"Garmisch-Partenkirchen","Men",140,0,2011,140,125,1.8,7.56,9.36,0,"2010-12-31","2011JP3042RLT",1,"GER"
3042,"Garmisch-Partenkirchen","Men",140,0,2011,140,125,1.8,7.56,9.36,0,"2010-12-31","2011JP3042RLQ",0,"GER"
3041,"Oberstdorf","Men",137,0,2011,137,120,1.8,7.4,9.09,0,"2010-12-29","2011JP3041RTRIA",1,"GER"
3041,"Oberstdorf","Men",137,0,2011,137,120,1.8,7.4,9.09,0,"2010-12-29","2011JP3041RL",0,"GER"
3040,"Oberstdorf","Men",137,0,2011,137,120,1.8,7.4,9.09,0,"2010-12-28","2011JP3040RLT",1,"GER"
3040,"Oberstdorf","Men",137,0,2011,137,120,1.8,7.4,9.09,0,"2010-12-28","2011JP3040RLQ",0,"GER"
3024,"Lahti","Men",130,0,2011,130,116,1.8,7.02,8.46,0,"2011-03-13","2011JP3024RTRIA",1,"FIN"
3024,"Lahti","Men",130,0,2011,130,116,1.8,7.02,8.46,0,"2011-03-13","2011JP3024RL",0,"FIN"
3023,"Lahti","Men",130,1,2011,130,116,1.8,7.02,8.46,0,"2011-03-12","2011JP3023RTRIA",1,"FIN"
3023,"Lahti","Men",130,1,2011,130,116,1.8,7.02,8.46,0,"2011-03-12","2011JP3023RL",0,"FIN"
3022,"Lahti","Men",130,0,2011,130,116,1.8,7.02,8.46,0,"2011-03-11","2011JP3022RLT",1,"FIN"
3022,"Lahti","Men",130,0,2011,130,116,1.8,7.02,8.46,0,"2011-03-11","2011JP3022RLQ",0,"FIN"
3021,"Kuopio","Men",127,0,2011,127,120,1.8,6.86,8.19,0,"2010-12-01","2011JP3021RTRIA",1,"FIN"
3021,"Kuopio","Men",127,0,2011,127,120,1.8,6.86,8.19,0,"2010-12-01","2011JP3021RL",0,"FIN"
3020,"Kuopio","Men",127,0,2011,127,120,1.8,6.86,8.19,0,"2010-11-30","2011JP3020RLT",1,"FIN"
3020,"Kuopio","Men",127,0,2011,127,120,1.8,6.86,8.19,0,"2010-11-30","2011JP3020RLQ",0,"FIN"
3019,"Ruka","Men",142,0,2011,142,120,1.8,9.54,11.7,0,"2010-11-28","2011JP3019RL",0,"FIN"
3018,"Ruka","Men",142,1,2011,142,120,1.8,9.54,11.7,0,"2010-11-27","2011JP3018RTRIA",1,"FIN"
3018,"Ruka","Men",142,1,2011,142,120,1.8,9.54,11.7,0,"2010-11-27","2011JP3018RL",0,"FIN"
3017,"Ruka","Men",142,0,2011,142,120,1.8,9.54,11.7,0,"2010-11-28","2011JP3017RLT",1,"FIN"
3017,"Ruka","Men",142,0,2011,142,120,1.8,9.54,11.7,0,"2010-11-28","2011JP3017RLQ",0,"FIN"
3012,"Harrachov","Men",205,0,2011,205,185,1.2,7.38,10.8,0,"2011-01-09","2011JP3012RTRIA",1,"CZE"
3012,"Harrachov","Men",205,0,2011,205,185,1.2,7.38,10.8,0,"2011-01-09","2011JP3012RL",0,"CZE"
3011,"Harrachov","Men",205,0,2011,205,185,1.2,7.38,10.8,0,"2011-01-08","2011JP3011RL",0,"CZE"
3010,"Harrachov","Men",205,0,2011,205,185,1.2,7.38,10.8,0,"2011-01-08","2011JP3010RLT",1,"CZE"
3010,"Harrachov","Men",205,0,2011,205,185,1.2,7.38,10.8,0,"2011-01-08","2011JP3010RLQ",0,"CZE"
3009,"Zakopane","Men",134,0,2011,134,120,1.8,7.24,8.82,0,"2011-01-23","2011JP3009RLQ",0,"POL"
3009,"Zakopane","Men",134,0,2011,134,120,1.8,7.24,8.82,0,"2011-01-23","2011JP3009RL",0,"POL"
3008,"Engelberg","Men",137,0,2011,142,125,1.8,7.4,9.09,0,"2010-12-17","2011JP3008RL",0,"SUI"
3004,"Bischofshofen","Men",140,0,2011,140,125,1.8,4.86,9.36,0,"2011-01-06","2011JP3004RTRIA",1,"AUT"
3004,"Bischofshofen","Men",140,0,2011,140,125,1.8,4.86,9.36,0,"2011-01-06","2011JP3004RL",0,"AUT"
3003,"Bischofshofen","Men",140,0,2011,140,125,1.8,4.86,9.36,0,"2011-01-05","2011JP3003RLT",1,"AUT"
3003,"Bischofshofen","Men",140,0,2011,140,125,1.8,4.86,9.36,0,"2011-01-05","2011JP3003RLQ",0,"AUT"
3002,"Innsbruck","Men",130,0,2011,130,120,1.8,7.02,8.46,0,"2011-01-03","2011JP3002RTRIA",1,"AUT"
3002,"Innsbruck","Men",130,0,2011,130,120,1.8,7.02,8.46,0,"2011-01-03","2011JP3002RL",0,"AUT"
3001,"Innsbruck","Men",130,0,2011,130,120,1.8,7.02,8.46,0,"2011-01-02","2011JP3001RLT",1,"AUT"
3001,"Innsbruck","Men",130,0,2011,130,120,1.8,7.02,8.46,0,"2011-01-02","2011JP3001RLQ",0,"AUT"
3193,"Seefeld","Mix",NA,1,2019,109,NA,NA,NA,NA,5,"2019-03-02","2019JP3193RTRIA",1,"AUT"
3193,"Seefeld","Mix",NA,1,2019,109,NA,NA,NA,NA,5,"2019-03-02","2019JP3193RLT",1,"AUT"
3193,"Seefeld","Mix",109,1,2019,109,99,2,7,8,5,"2019-03-02","2019JP3193RL",0,"AUT"
3192,"Seefeld","Men",109,0,2019,109,99,2,7,8,5,"2019-03-01","2019JP3192RTRIA",1,"AUT"
3192,"Seefeld","Men",109,0,2019,109,99,2,7,8,5,"2019-03-01","2019JP3192RL",0,"AUT"
3191,"Seefeld","Men",109,0,2019,109,99,2,7,8,5,"2019-02-28","2019JP3191RLQ",0,"AUT"
3190,"Seefeld","Women",109,0,2019,109,99,2,7,8,5,"2019-02-27","2019JP3190RTRIA",1,"AUT"
3190,"Seefeld","Women",109,0,2019,109,99,2,7,8,5,"2019-02-27","2019JP3190RLT",1,"AUT"
3190,"Seefeld","Women",109,0,2019,109,99,2,7,8,5,"2019-02-27","2019JP3190RLQ",0,"AUT"
3190,"Seefeld","Women",109,0,2019,109,99,2,7,8,5,"2019-02-27","2019JP3190RL",0,"AUT"
3189,"Seefeld","Women",109,1,2019,109,99,2,7,8,5,"2019-02-26","2019JP3189RTRIA",1,"AUT"
3189,"Seefeld","Women",109,1,2019,109,99,2,7,8,5,"2019-02-26","2019JP3189RL",0,"AUT"
3188,"Innsbruck","Men",130,1,2019,130,120,1.8,7.02,9.9,5,"2019-02-24","2019JP3188RTRIA",1,"AUT"
3188,"Innsbruck","Men",130,1,2019,130,120,1.8,7.02,9.9,5,"2019-02-24","2019JP3188RL",0,"AUT"
3187,"Innsbruck","Men",130,0,2019,130,120,1.8,7.02,9.9,5,"2019-02-23","2019JP3187RTRIA",1,"AUT"
3187,"Innsbruck","Men",130,0,2019,130,120,1.8,7.02,9.9,5,"2019-02-23","2019JP3187RL",0,"AUT"
3186,"Innsbruck","Men",130,0,2019,130,120,1.8,7.02,9.9,5,"2019-02-22","2019JP3186RTRIA",1,"AUT"
3186,"Innsbruck","Men",130,0,2019,130,120,1.8,7.02,9.9,5,"2019-02-22","2019JP3186RLQ",0,"AUT"
3802,"Lahti","Men",130,1,2017,130,116,1.8,7.56,8.46,5,"2017-03-04","2017JP3802RTRIA",1,"FIN"
3802,"Lahti","Men",130,1,2017,130,116,1.8,7.56,8.46,5,"2017-03-04","2017JP3802RLT",1,"FIN"
3802,"Lahti","Men",130,1,2017,130,116,1.8,7.56,8.46,5,"2017-03-04","2017JP3802RL",0,"FIN"
3801,"Lahti","Men",130,0,2017,130,116,1.8,7.56,8.46,5,"2017-03-02","2017JP3801RTRIA",1,"FIN"
3801,"Lahti","Men",130,0,2017,130,116,1.8,7.56,8.46,5,"2017-03-02","2017JP3801RL",0,"FIN"
3800,"Lahti","Men",130,0,2017,130,116,1.8,7.56,8.46,5,"2017-03-01","2017JP3800RTRIA",1,"FIN"
3800,"Lahti","Men",130,0,2017,130,116,1.8,7.56,8.46,5,"2017-03-01","2017JP3800RLQ",0,"FIN"
3799,"Lahti","Mix",100,1,2017,100,90,2,7,8,5,"2017-02-26","2017JP3799RTRIA",1,"FIN"
3799,"Lahti","Mix",100,1,2017,100,90,2,7,8,5,"2017-02-26","2017JP3799RL",0,"FIN"
3798,"Lahti","Men",100,0,2017,100,90,2,7,8,5,"2017-02-25","2017JP3798RTRIA",1,"FIN"
3798,"Lahti","Men",100,0,2017,100,90,2,7,8,5,"2017-02-25","2017JP3798RL",0,"FIN"
3797,"Lahti","Women",100,0,2017,100,90,2,7,8,5,"2017-02-24","2017JP3797RTRIA",1,"FIN"
3797,"Lahti","Women",100,0,2017,100,90,2,7,8,5,"2017-02-24","2017JP3797RL",0,"FIN"
3796,"Lahti","Men",100,0,2017,100,90,2,7,8,5,"2017-02-24","2017JP3796RTRIA",1,"FIN"
3796,"Lahti","Men",100,0,2017,100,90,2,7,8,5,"2017-02-24","2017JP3796RLQ",0,"FIN"
3795,"Lahti","Women",100,0,2017,100,90,2,7,8,5,"2017-02-23","2017JP3795RTRIA",1,"FIN"
3795,"Lahti","Women",100,0,2017,100,90,2,7,8,5,"2017-02-23","2017JP3795RLT",1,"FIN"
3795,"Lahti","Women",100,0,2017,100,90,2,7,8,5,"2017-02-23","2017JP3795RLQ",0,"FIN"
3935,"Falun","Men",134,1,2015,134,120,1.8,7.24,8.82,5,"2015-02-28","2015JP3935RLT",1,"SWE"
3935,"Falun","Men",134,1,2015,134,120,1.8,7.24,8.82,5,"2015-02-28","2015JP3935RL",0,"SWE"
3934,"Falun","Men",134,0,2015,134,120,1.8,7.24,8.82,5,"2015-02-26","2015JP3934RTRIA",1,"SWE"
3934,"Falun","Men",134,0,2015,134,120,1.8,7.24,8.82,5,"2015-02-26","2015JP3934RL",0,"SWE"
3933,"Falun","Men",134,0,2015,134,120,1.8,7.24,8.82,5,"2015-02-25","2015JP3933RLT",1,"SWE"
3933,"Falun","Men",134,0,2015,134,120,1.8,7.24,8.82,5,"2015-02-25","2015JP3933RLQ",0,"SWE"
3932,"Falun","Mix",100,1,2015,100,90,2,6,6.4,5,"2015-02-22","2015JP3932RL",0,"SWE"
3931,"Falun","Men",100,0,2015,100,90,2,6,6.4,5,"2015-02-21","2015JP3931RTRIA",1,"SWE"
3931,"Falun","Men",100,0,2015,100,90,2,6,6.4,5,"2015-02-21","2015JP3931RL",0,"SWE"
3930,"Falun","Men",100,0,2015,100,90,2,6,6.4,5,"2015-02-20","2015JP3930RTRIA",1,"SWE"
3930,"Falun","Men",100,0,2015,100,90,2,6,6.4,5,"2015-02-20","2015JP3930RLT",1,"SWE"
3930,"Falun","Men",100,0,2015,100,90,2,6,6.4,5,"2015-02-20","2015JP3930RLQ",0,"SWE"
3929,"Falun","Women",100,0,2015,100,90,2,6,6.4,5,"2015-02-20","2015JP3929RTRIA",1,"SWE"
3929,"Falun","Women",100,0,2015,100,90,2,6,6.4,5,"2015-02-20","2015JP3929RL",0,"SWE"
3928,"Falun","Women",100,0,2015,100,90,2,6,6.4,5,"2015-02-19","2015JP3928RLT",1,"SWE"
3928,"Falun","Women",100,0,2015,100,90,2,6,6.4,5,"2015-02-19","2015JP3928RLQ",0,"SWE"
3805,"Predazzo","Men",134,1,2013,134,120,1.8,5.58,10.8,5,"2013-03-02","2013JP3805RLT",1,"ITA"
3805,"Predazzo","Men",134,1,2013,134,120,1.8,5.58,10.8,5,"2013-03-02","2013JP3805RL",0,"ITA"
3804,"Predazzo","Men",134,0,2013,134,120,1.8,5.58,10.8,5,"2013-02-28","2013JP3804RTRIA",1,"ITA"
3804,"Predazzo","Men",134,0,2013,134,120,1.8,5.58,10.8,5,"2013-02-28","2013JP3804RL",0,"ITA"
3803,"Predazzo","Men",134,0,2013,134,120,1.8,5.58,10.8,5,"2013-02-27","2013JP3803RTRIA",1,"ITA"
3803,"Predazzo","Men",134,0,2013,134,120,1.8,5.58,10.8,5,"2013-02-27","2013JP3803RLQ",0,"ITA"
3802,"Predazzo","Mix",106,1,2013,106,95,2,5,7,5,"2013-02-24","2013JP3802RTRIA",1,"ITA"
3802,"Predazzo","Mix",106,1,2013,106,95,2,5,7,5,"2013-02-24","2013JP3802RL",0,"ITA"
3801,"Predazzo","Men",106,0,2013,106,95,2,5,7,5,"2013-02-23","2013JP3801RTRIA",1,"ITA"
3801,"Predazzo","Men",106,0,2013,106,95,2,5,7,5,"2013-02-23","2013JP3801RL",0,"ITA"
3800,"Predazzo","Men",106,0,2013,106,95,2,5,7,5,"2013-02-22","2013JP3800RLT",1,"ITA"
3800,"Predazzo","Men",106,0,2013,106,95,2,5,7,5,"2013-02-22","2013JP3800RLQ",0,"ITA"
3799,"Predazzo","Women",106,0,2013,106,95,2,5,7,5,"2013-02-22","2013JP3799RTRIA",1,"ITA"
3799,"Predazzo","Women",106,0,2013,106,95,2,5,7,5,"2013-02-22","2013JP3799RL",0,"ITA"
3091,"Oslo","Men",134,1,2011,134,120,1.8,7.24,8.82,5,"2011-03-05","2011JP3091RLT",1,"NOR"
3091,"Oslo","Men",134,1,2011,134,120,1.8,7.24,8.82,5,"2011-03-05","2011JP3091RL",0,"NOR"
3090,"Oslo","Men",134,0,2011,134,120,1.8,7.24,8.82,5,"2011-03-03","2011JP3090RL",0,"NOR"
3089,"Oslo","Men",134,0,2011,134,120,1.8,7.24,8.82,5,"2011-03-03","2011JP3089RLQ",0,"NOR"
3088,"Oslo","Men",106,1,2011,106,95,2,6.36,7,5,"2011-02-27","2011JP3088RTRIA",1,"NOR"
3088,"Oslo","Men",106,1,2011,106,95,2,6.36,7,5,"2011-02-27","2011JP3088RLT",1,"NOR"
3088,"Oslo","Men",106,1,2011,106,95,2,6.36,7,5,"2011-02-27","2011JP3088RL",0,"NOR"
3087,"Oslo","Men",106,0,2011,106,95,2,6.36,7,5,"2011-02-26","2011JP3087RTRIA",1,"NOR"
3087,"Oslo","Men",106,0,2011,106,95,2,6.36,7,5,"2011-02-26","2011JP3087RL",0,"NOR"
3086,"Oslo","Men",106,0,2011,106,95,2,6.36,7,5,"2011-02-25","2011JP3086RTRIA",1,"NOR"
3086,"Oslo","Men",106,0,2011,106,95,2,6.36,7,5,"2011-02-25","2011JP3086RLQ",0,"NOR"
3085,"Oslo","Women",106,0,2011,106,95,2,6.36,7,5,"2011-02-25","2011JP3085RTRIA",1,"NOR"
3085,"Oslo","Women",106,0,2011,106,95,2,6.36,7,5,"2011-02-25","2011JP3085RL",0,"NOR"
3274,"Lahti","Women",100,1,2021,100,90,2,7,8,6,"2021-02-12","2021JP3274RTRIA",1,"FIN"
3274,"Lahti","Women",100,1,2021,100,90,2,7,8,6,"2021-02-12","2021JP3274RL",0,"FIN"
3262,"Lahti","Men",100,1,2021,100,90,2,7,8,6,"2021-02-12","2021JP3262RL",0,"FIN"
3261,"Lahti","Men",100,0,2021,100,90,2,7,8,6,"2021-02-11","2021JP3261RTRIA",1,"FIN"
3261,"Lahti","Men",100,0,2021,100,90,2,7,8,6,"2021-02-11","2021JP3261RLT",1,"FIN"
3261,"Lahti","Men",100,0,2021,100,90,2,7,8,6,"2021-02-11","2021JP3261RL",0,"FIN"
3260,"Lahti","Women",100,0,2021,100,90,2,7,8,6,"2021-02-11","2021JP3260RTRIA",1,"FIN"
3260,"Lahti","Women",100,0,2021,100,90,2,7,8,6,"2021-02-11","2021JP3260RLT",1,"FIN"
3260,"Lahti","Women",100,0,2021,100,90,2,7,8,6,"2021-02-11","2021JP3260RL",0,"FIN"
3219,"Oberwiesenthal","Mix",105,1,2020,105,95,2,7.4,8,6,"2020-03-08","2020JP3219RTRIA",1,"GER"
3219,"Oberwiesenthal","Mix",105,1,2020,105,95,2,7.4,8,6,"2020-03-08","2020JP3219RL",0,"GER"
3218,"Oberwiesenthal","Men",105,1,2020,105,95,2,7.4,8,6,"2020-03-07","2020JP3218RTRIA",1,"GER"
3218,"Oberwiesenthal","Men",105,1,2020,105,95,2,7.4,8,6,"2020-03-07","2020JP3218RLT",1,"GER"
3218,"Oberwiesenthal","Men",105,1,2020,105,95,2,7.4,8,6,"2020-03-07","2020JP3218RL",0,"GER"
3217,"Oberwiesenthal","Women",105,1,2020,105,95,2,7.4,8,6,"2020-03-07","2020JP3217RTRIA",1,"GER"
3217,"Oberwiesenthal","Women",105,1,2020,105,95,2,7.4,8,6,"2020-03-07","2020JP3217RLT",1,"GER"
3217,"Oberwiesenthal","Women",105,1,2020,105,95,2,7.4,8,6,"2020-03-07","2020JP3217RL",0,"GER"
3216,"Oberwiesenthal","Men",105,0,2020,105,95,2,7.4,8,6,"2020-03-05","2020JP3216RTRIA",1,"GER"
3216,"Oberwiesenthal","Men",105,0,2020,105,95,2,7.4,8,6,"2020-03-05","2020JP3216RLT",1,"GER"
3216,"Oberwiesenthal","Men",105,0,2020,105,95,2,7.4,8,6,"2020-03-05","2020JP3216RL",0,"GER"
3215,"Oberwiesenthal","Women",105,0,2020,105,95,2,7.4,8,6,"2020-03-05","2020JP3215RTRIA",1,"GER"
3215,"Oberwiesenthal","Women",105,0,2020,105,95,2,7.4,8,6,"2020-03-05","2020JP3215RLT",1,"GER"
3215,"Oberwiesenthal","Women",105,0,2020,105,95,2,7.4,8,6,"2020-03-05","2020JP3215RL",0,"GER"
3209,"Lahti","Mix",100,1,2019,100,90,2,7,8,6,"2019-01-27","2019JP3209RTRIA",1,"FIN"
3209,"Lahti","Mix",100,1,2019,100,90,2,7,8,6,"2019-01-27","2019JP3209RL",0,"FIN"
3208,"Lahti","Men",100,1,2019,100,90,2,7,8,6,"2019-01-26","2019JP3208RTRIA",1,"FIN"
3208,"Lahti","Men",100,1,2019,100,90,2,7,8,6,"2019-01-26","2019JP3208RLT",1,"FIN"
3208,"Lahti","Men",100,1,2019,100,90,2,7,8,6,"2019-01-26","2019JP3208RL",0,"FIN"
3207,"Lahti","Women",100,1,2019,100,90,2,7,8,6,"2019-01-26","2019JP3207RTRIA",1,"FIN"
3207,"Lahti","Women",100,1,2019,100,90,2,7,8,6,"2019-01-26","2019JP3207RLT",1,"FIN"
3207,"Lahti","Women",100,1,2019,100,90,2,7,8,6,"2019-01-26","2019JP3207RL",0,"FIN"
3206,"Lahti","Men",100,0,2019,100,90,2,7,8,6,"2019-01-24","2019JP3206RTRIA",1,"FIN"
3206,"Lahti","Men",100,0,2019,100,90,2,7,8,6,"2019-01-24","2019JP3206RLT",1,"FIN"
3206,"Lahti","Men",100,0,2019,100,90,2,7,8,6,"2019-01-24","2019JP3206RL",0,"FIN"
3205,"Lahti","Women",100,0,2019,100,90,2,7,8,6,"2019-01-24","2019JP3205RTRIA",1,"FIN"
3205,"Lahti","Women",100,0,2019,100,90,2,7,8,6,"2019-01-24","2019JP3205RLT",1,"FIN"
3205,"Lahti","Women",100,0,2019,100,90,2,7,8,6,"2019-01-24","2019JP3205RL",0,"FIN"
3153,"Kandersteg","Mix",106,1,2018,106,95,2,6.36,7,6,"2018-02-04","2018JP3153RTRIA",1,"SUI"
3153,"Kandersteg","Mix",106,1,2018,106,95,2,6.36,7,6,"2018-02-04","2018JP3153RL",0,"SUI"
3152,"Kandersteg","Men",106,1,2018,106,95,2,6.36,7,6,"2018-02-03","2018JP3152RTRIA",1,"SUI"
3152,"Kandersteg","Men",106,1,2018,106,95,2,6.36,7,6,"2018-02-03","2018JP3152RLT",1,"SUI"
3152,"Kandersteg","Men",106,1,2018,106,95,2,6.36,7,6,"2018-02-03","2018JP3152RL",0,"SUI"
3151,"Kandersteg","Women",106,1,2018,106,95,2,6.36,7,6,"2018-02-03","2018JP3151RL",0,"SUI"
3150,"Kandersteg","Men",106,0,2018,106,95,2,6.36,7,6,"2018-02-01","2018JP3150RTRIA",1,"SUI"
3150,"Kandersteg","Men",106,0,2018,106,95,2,6.36,7,6,"2018-02-01","2018JP3150RLT",1,"SUI"
3150,"Kandersteg","Men",106,0,2018,106,95,2,6.36,7,6,"2018-02-01","2018JP3150RL",0,"SUI"
3149,"Kandersteg","Women",106,0,2018,106,95,2,6.36,7,6,"2018-02-02","2018JP3149RTRIA",1,"SUI"
3149,"Kandersteg","Women",106,0,2018,106,95,2,6.36,7,6,"2018-02-02","2018JP3149RLT",1,"SUI"
3149,"Kandersteg","Women",106,0,2018,106,95,2,6.36,7,6,"2018-02-02","2018JP3149RL",0,"SUI"
3859,"Park City, UT","Mix",100,1,2017,100,90,2,6,6.4,6,"2017-02-05","2017JP3859RTRIA",1,"USA"
3859,"Park City, UT","Mix",100,1,2017,100,90,2,6,6.4,6,"2017-02-05","2017JP3859RLT",1,"USA"
3859,"Park City, UT","Mix",100,1,2017,100,90,2,6,6.4,6,"2017-02-05","2017JP3859RL",0,"USA"
3858,"Park City, UT","Men",100,1,2017,100,90,2,6,6.4,6,"2017-02-03","2017JP3858RTRIA",1,"USA"
3858,"Park City, UT","Men",100,1,2017,100,90,2,6,6.4,6,"2017-02-03","2017JP3858RL",0,"USA"
3857,"Park City, UT","Women",100,1,2017,100,90,2,6,6.4,6,"2017-02-03","2017JP3857RTRIA",1,"USA"
3857,"Park City, UT","Women",100,1,2017,100,90,2,6,6.4,6,"2017-02-03","2017JP3857RL",0,"USA"
3856,"Park City, UT","Men",100,0,2017,100,90,2,6,6.4,6,"2017-02-01","2017JP3856RTRIA",1,"USA"
3856,"Park City, UT","Men",100,0,2017,100,90,2,6,6.4,6,"2017-02-01","2017JP3856RLT",1,"USA"
3856,"Park City, UT","Men",100,0,2017,100,90,2,6,6.4,6,"2017-02-01","2017JP3856RL",0,"USA"
3855,"Park City, UT","Women",100,0,2017,100,90,2,6,6.4,6,"2017-02-01","2017JP3855RTRIA",1,"USA"
3855,"Park City, UT","Women",100,0,2017,100,90,2,6,6.4,6,"2017-02-01","2017JP3855RLT",1,"USA"
3855,"Park City, UT","Women",100,0,2017,100,90,2,6,6.4,6,"2017-02-01","2017JP3855RL",0,"USA"
3866,"Rasnov","Mix",100,1,2016,100,90,2,6,6.4,6,"2016-02-24","2016JP3866RL",0,"ROU"
3865,"Rasnov","Men",100,1,2016,100,90,2,6,6.4,6,"2016-02-24","2016JP3865RL",0,"ROU"
3864,"Rasnov","Men",100,0,2016,100,90,2,6,6.4,6,"2016-02-23","2016JP3864RLT",1,"ROU"
3864,"Rasnov","Men",100,0,2016,100,90,2,6,6.4,6,"2016-02-23","2016JP3864RL",0,"ROU"
3863,"Rasnov","Women",100,0,2016,100,90,2,6,6.4,6,"2016-02-23","2016JP3863RLT",1,"ROU"
3863,"Rasnov","Women",100,0,2016,100,90,2,6,6.4,6,"2016-02-23","2016JP3863RL",0,"ROU"
3866,"Almaty","Men",106,1,2015,106,95,2,6.36,7,6,"2015-02-07","2015JP3866RTRIA",1,"KAZ"
3866,"Almaty","Men",106,1,2015,106,95,2,6.36,7,6,"2015-02-07","2015JP3866RLT",1,"KAZ"
3866,"Almaty","Men",106,1,2015,106,95,2,6.36,7,6,"2015-02-07","2015JP3866RL",0,"KAZ"
3865,"Almaty","Women",106,1,2015,106,95,2,6.36,7,6,"2015-02-07","2015JP3865RTRIA",1,"KAZ"
3865,"Almaty","Women",106,1,2015,106,95,2,6.36,7,6,"2015-02-07","2015JP3865RLT",1,"KAZ"
3865,"Almaty","Women",106,1,2015,106,95,2,6.36,7,6,"2015-02-07","2015JP3865RL",0,"KAZ"
3864,"Almaty","Men",106,0,2015,106,95,2,6.36,7,6,"2015-02-05","2015JP3864RTRIA",1,"KAZ"
3864,"Almaty","Men",106,0,2015,106,95,2,6.36,7,6,"2015-02-05","2015JP3864RLT",1,"KAZ"
3864,"Almaty","Men",106,0,2015,106,95,2,6.36,7,6,"2015-02-05","2015JP3864RL",0,"KAZ"
3863,"Almaty","Women",106,0,2015,106,95,2,6.36,7,6,"2015-02-05","2015JP3863RTRIA",1,"KAZ"
3863,"Almaty","Women",106,0,2015,106,95,2,6.36,7,6,"2015-02-05","2015JP3863RLT",1,"KAZ"
3863,"Almaty","Women",106,0,2015,106,95,2,6.36,7,6,"2015-02-05","2015JP3863RL",0,"KAZ"
3864,"Predazzo","Men",106,1,2014,106,95,2,5,7,6,"2014-02-01","2014JP3864RTRIA",1,"ITA"
3864,"Predazzo","Men",106,1,2014,106,95,2,5,7,6,"2014-02-01","2014JP3864RL",0,"ITA"
3863,"Predazzo","Men",106,0,2014,106,95,2,5,7,6,"2014-01-31","2014JP3863RTRIA",1,"ITA"
3863,"Predazzo","Men",106,0,2014,106,95,2,5,7,6,"2014-01-31","2014JP3863RLT",1,"ITA"
3863,"Predazzo","Men",106,0,2014,106,95,2,5,7,6,"2014-01-31","2014JP3863RL",0,"ITA"
3862,"Predazzo","Women",106,1,2014,106,95,2,5,7,6,"2014-01-30","2014JP3862RTRIA",1,"ITA"
3862,"Predazzo","Women",106,1,2014,106,95,2,5,7,6,"2014-01-30","2014JP3862RLT",1,"ITA"
3862,"Predazzo","Women",106,1,2014,106,95,2,5,7,6,"2014-01-30","2014JP3862RL",0,"ITA"
3861,"Predazzo","Women",106,0,2014,106,95,2,5,7,6,"2014-01-28","2014JP3861RTRIA",1,"ITA"
3861,"Predazzo","Women",106,0,2014,106,95,2,5,7,6,"2014-01-28","2014JP3861RLT",1,"ITA"
3861,"Predazzo","Women",106,0,2014,106,95,2,5,7,6,"2014-01-28","2014JP3861RL",0,"ITA"
3780,"Liberec","Men",100,1,2013,100,90,2,NA,NA,6,"2013-01-26","2013JP3780RLT",1,"CZE"
